coder,response_uuid,participant__hashed_id,child_hashed_id,child__age_rounded,child__gender,videoShown,audioPlayed,frame_duration_stimuli,frame_duration_respond,frame_duration_transcribe,event0_timestamp,parent_transcription,response_video_file,session_order,trial_type,trial_num,testtrial_type,stimulus_set,stimulus_subject,stimulus_verb,stimulus_object,stimulus_distractor,stimulus_targetutterance,stimulus_condition,informative_entities,uninformative_entities,response_exact_utterance,response_attempted_target,response_included_subject,response_included_verb,response_included_object,response_included_distractor,response_included_informative,response_included_uninformative,include_trial,exclusion_reason,notes_trial
sienna/lia,328a23ed-c1e3-4fab-9e6b-e82d18f1a8b5,BJ2JXY,BS454Y,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,,,nothing,,Order_1,test_trial,4,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,328a23ed-c1e3-4fab-9e6b-e82d18f1a8b5,BJ2JXY,BS454Y,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,,,"child provided ASL sign for ""all done"" but did not say any words",,Order_1,test_trial,5,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,328a23ed-c1e3-4fab-9e6b-e82d18f1a8b5,BJ2JXY,BS454Y,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,"child provided ASL sign for ""all done"" but did not say any words",,Order_1,test_trial,6,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,328a23ed-c1e3-4fab-9e6b-e82d18f1a8b5,BJ2JXY,BS454Y,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,,,nothing,,Order_1,test_trial,7,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,328a23ed-c1e3-4fab-9e6b-e82d18f1a8b5,BJ2JXY,BS454Y,480,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,,,nothing,,Order_1,test_trial,8,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,098ebcf3-bc05-4d7d-baa0-f6cb2180bb0e,475GVM,ARKTVA,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,,"Dada, nana",,Order_3,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,"unintelligible; [mom says, ""it's a bunny, can you say bunny?""] unintelligible",n,n,NA,NA,NA,n,n,y,,
sienna/lia,098ebcf3-bc05-4d7d-baa0-f6cb2180bb0e,475GVM,ARKTVA,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,,dada,,Order_3,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna/lia,098ebcf3-bc05-4d7d-baa0-f6cb2180bb0e,475GVM,ARKTVA,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,,huh huh zeezaw,,Order_3,test_trial,3,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,098ebcf3-bc05-4d7d-baa0-f6cb2180bb0e,475GVM,ARKTVA,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_bird_juice_milk.webm,,,,,,gaza,,Order_3,test_trial,4,agentpatient,ap_drink,bird,drink,juice,milk,The bird drank the juice,patient_ambig,DRINK JUICE,BIRD MILK,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,098ebcf3-bc05-4d7d-baa0-f6cb2180bb0e,475GVM,ARKTVA,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_dog_cat_apple.webm,,,,,,seesee,,Order_3,test_trial,5,agentpatient,ap_eat,dog,eat,apple,cat,The dog ate the apple,agent_ambig,DOG EAT,CAT APPLE,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,098ebcf3-bc05-4d7d-baa0-f6cb2180bb0e,475GVM,ARKTVA,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,,zazaa,,Order_3,test_trial,6,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,098ebcf3-bc05-4d7d-baa0-f6cb2180bb0e,475GVM,ARKTVA,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_baby_bird_milk.webm,,,,,,zazaa,,Order_3,test_trial,7,agentpatient,ap_drink,baby,drink,milk,bird,The baby drank the milk,agent_ambig,BABY DRINK,BIRD MILK,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,098ebcf3-bc05-4d7d-baa0-f6cb2180bb0e,475GVM,ARKTVA,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_cat_banana_apple.webm,,,,,,zada,,Order_3,test_trial,8,agentpatient,ap_eat,cat,eat,banana,apple,The cat ate the banana,patient_ambig,EAT BANANA,CAT APPLE,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,c3630c34-da54-47a2-a81d-32b5d9e27bd0,7HCH27,MJXSZU,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,,dada,,Order_3,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,DADA,n,n,NA,NA,NA,n,n,y,,
sienna/lia,c3630c34-da54-47a2-a81d-32b5d9e27bd0,7HCH27,MJXSZU,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,,pun,,Order_3,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[points at screen] unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna/lia,c3630c34-da54-47a2-a81d-32b5d9e27bd0,7HCH27,MJXSZU,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,,"han, baby talk",,Order_3,test_trial,3,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,c3630c34-da54-47a2-a81d-32b5d9e27bd0,7HCH27,MJXSZU,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_bird_juice_milk.webm,,,,,,pun ha,,Order_3,test_trial,4,agentpatient,ap_drink,bird,drink,juice,milk,The bird drank the juice,patient_ambig,DRINK JUICE,BIRD MILK,[points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,c3630c34-da54-47a2-a81d-32b5d9e27bd0,7HCH27,MJXSZU,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_dog_cat_apple.webm,,,,,,"he, pah",,Order_3,test_trial,5,agentpatient,ap_eat,dog,eat,apple,cat,The dog ate the apple,agent_ambig,DOG EAT,CAT APPLE,[points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,c3630c34-da54-47a2-a81d-32b5d9e27bd0,7HCH27,MJXSZU,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,,"pah, grrr (growls)",,Order_3,test_trial,6,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,[points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,c3630c34-da54-47a2-a81d-32b5d9e27bd0,7HCH27,MJXSZU,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_baby_bird_milk.webm,,,,,,"buu, ba.",,Order_3,test_trial,7,agentpatient,ap_drink,baby,drink,milk,bird,The baby drank the milk,agent_ambig,BABY DRINK,BIRD MILK,[points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,c3630c34-da54-47a2-a81d-32b5d9e27bd0,7HCH27,MJXSZU,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_cat_banana_apple.webm,,,,,,"banaan (banana in dutch), guu",,Order_3,test_trial,8,agentpatient,ap_eat,cat,eat,banana,apple,The cat ate the banana,patient_ambig,EAT BANANA,CAT APPLE,[mom says apple and banana BEFORE closing eyes] [points at screen] BITE ,y,n,y,n,n,n,n,y,,
sienna/lia,c32f0d83-f047-4118-b5ae-e2c7558d530c,W7GDBS,3PJ466,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,,nothing,,Order_2,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna/lia,c32f0d83-f047-4118-b5ae-e2c7558d530c,W7GDBS,3PJ466,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,,nothing,,Order_2,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna/lia,c32f0d83-f047-4118-b5ae-e2c7558d530c,W7GDBS,3PJ466,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,,nothing,,Order_2,test_trial,3,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,[moms said bear and shoes],n,n,n,n,n,n,n,y,,
sienna/lia,c32f0d83-f047-4118-b5ae-e2c7558d530c,W7GDBS,3PJ466,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,,,,nothing,,Order_2,test_trial,4,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,APPLE EAT,DOG BANANA,[mom said dog] [slams table],n,n,n,n,n,n,n,y,,
sienna/lia,c32f0d83-f047-4118-b5ae-e2c7558d530c,W7GDBS,3PJ466,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,,,,nothing,,Order_2,test_trial,5,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,[mom said bird and juice],n,n,n,n,n,n,n,y,,
sienna/lia,c32f0d83-f047-4118-b5ae-e2c7558d530c,W7GDBS,3PJ466,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,,nothing,,Order_2,test_trial,6,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,"[mom said ball, lake and duck]",n,n,n,n,n,n,n,y,,
sienna/lia,c32f0d83-f047-4118-b5ae-e2c7558d530c,W7GDBS,3PJ466,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,,,,nothing,,Order_2,test_trial,7,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,"[mom said cat, dog, and banana]",n,n,n,n,n,n,n,y,,
sienna/lia,c32f0d83-f047-4118-b5ae-e2c7558d530c,W7GDBS,3PJ466,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,,,,nothing,,Order_2,test_trial,8,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,MILK DRINK,BABY JUICE,AT,n,n,n,n,n,n,n,y,,
sienna/lia,0a54916c-eaaa-4e22-ac23-d3171494e32b,VNDF3d,W6NUB3,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,da,,Order_1,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,unintelligible [mom says it's a bunny],n,n,NA,NA,NA,n,n,y,,
sienna/lia,0a54916c-eaaa-4e22-ac23-d3171494e32b,VNDF3d,W6NUB3,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,da,,Order_1,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,unintelligible [mom says it's a car],n,n,NA,NA,NA,n,n,y,,
sienna/lia,0a54916c-eaaa-4e22-ac23-d3171494e32b,VNDF3d,W6NUB3,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,duh na ba da,,Order_1,test_trial,3,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,0a54916c-eaaa-4e22-ac23-d3171494e32b,VNDF3d,W6NUB3,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,,,da mm bah da mm aaa bah,,Order_1,test_trial,4,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,0a54916c-eaaa-4e22-ac23-d3171494e32b,VNDF3d,W6NUB3,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,,,da buh na na da ada nnn ada,,Order_1,test_trial,5,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,0a54916c-eaaa-4e22-ac23-d3171494e32b,VNDF3d,W6NUB3,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,buh aaaaa buh bah muh aaaaa ,,Order_1,test_trial,6,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,0a54916c-eaaa-4e22-ac23-d3171494e32b,VNDF3d,W6NUB3,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,,,uh muh da uh daaaa ,,Order_1,test_trial,7,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,0a54916c-eaaa-4e22-ac23-d3171494e32b,VNDF3d,W6NUB3,450,m,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,,,da da da uh da da ada,,Order_1,test_trial,8,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,unintelligible,n,n,n,n,n,n,n,y,,
sienna/lia,c6642e4a-fabf-4d8a-afa3-b87b7084ed7b,ZCDN4H,c67FW6,420,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,,,,,nothing,,Order_1,train_1,1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna/lia,c6642e4a-fabf-4d8a-afa3-b87b7084ed7b,ZCDN4H,c67FW6,420,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,,,,,nothing,,Order_1,train_2,2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna/lia,c6642e4a-fabf-4d8a-afa3-b87b7084ed7b,ZCDN4H,c67FW6,420,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,,,,,nothing,,Order_1,test_trial,3,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,c6642e4a-fabf-4d8a-afa3-b87b7084ed7b,ZCDN4H,c67FW6,420,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,,,,,nothing,,Order_1,test_trial,4,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,c6642e4a-fabf-4d8a-afa3-b87b7084ed7b,ZCDN4H,c67FW6,420,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,,,,,nothing,,Order_1,test_trial,5,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,EAT APPLE ,DOG BANANA,[fussy],n,n,n,n,n,n,n,n,fussy,
sienna/lia,c6642e4a-fabf-4d8a-afa3-b87b7084ed7b,ZCDN4H,c67FW6,420,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,,,,,nothing,,Order_1,test_trial,6,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES ,BEAR ROOM,[fussy],n,n,n,n,n,n,n,n,fussy,
sienna/lia,c6642e4a-fabf-4d8a-afa3-b87b7084ed7b,ZCDN4H,c67FW6,420,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,,,,,nothing,,Order_1,test_trial,7,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,DRINK MILK ,BABY JUICE,[NA],n,n,n,n,n,n,n,y,,
sienna/lia,c6642e4a-fabf-4d8a-afa3-b87b7084ed7b,ZCDN4H,c67FW6,420,f,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,,,,,nothing,,Order_1,test_trial,8,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,[fussy],n,n,n,n,n,n,n,n,fussy,
